compx,compy,compz,accelx,accely,accelz,gyrox,gyroy,gyroz,temp,baro,timestamp
0.437100,0.073100,0.224600,-0.169000,-0.006000,-9.693000,0.001238,-0.001991,0.001618,30.200000,84.003000,1559172031.039219
0.433900,0.070900,0.226100,-0.180000,-0.011000,-9.685000,0.000787,-0.001200,0.002688,30.200000,84.003000,1559172031.146397
0.436000,0.072000,0.222000,-0.186000,-0.016000,-9.695000,0.000949,-0.001751,0.002230,30.200000,84.003000,1559172031.240845
0.436000,0.069700,0.223300,-0.173000,-0.032000,-9.710000,-0.000388,-0.002401,0.001618,30.200000,84.007000,1559172031.347965
0.433900,0.072000,0.220700,-0.182000,-0.005000,-9.708000,0.000777,-0.001459,0.002789,30.200000,84.003000,1559172031.438714
0.437100,0.073100,0.224600,-0.164000,0.012000,-9.660000,0.001641,-0.000934,0.001126,30.200000,84.007000,1559172031.545836
0.436000,0.074300,0.220600,-0.170000,-0.014000,-9.703000,0.000614,-0.002004,0.002717,30.200000,83.994000,1559172031.639094
0.432800,0.073100,0.223500,-0.181000,0.019000,-9.703000,0.001142,-0.000684,0.002137,30.200000,83.990000,1559172031.747569
0.434900,0.072000,0.223400,-0.178000,0.011000,-9.675000,0.000528,-0.000514,0.003041,30.200000,83.990000,1559172031.840797
0.434900,0.074300,0.224800,-0.156000,-0.035000,-9.695000,0.002040,-0.000939,0.002050,30.200000,84.007000,1559172031.936462
0.434900,0.073100,0.223400,-0.171000,-0.028000,-9.685000,0.000673,-0.001325,0.003374,30.200000,84.003000,1559172032.044837
0.437100,0.074300,0.223300,-0.186000,-0.000000,-9.680000,0.000542,-0.001901,0.001542,30.200000,84.003000,1559172032.139343
0.436000,0.070900,0.221900,-0.184000,-0.003000,-9.709000,-0.000157,-0.001553,0.002575,30.200000,84.003000,1559172032.247711
0.433900,0.070900,0.224800,-0.162000,-0.001000,-9.677000,0.001250,-0.001257,0.001567,30.200000,83.994000,1559172032.339715
0.437100,0.074300,0.226000,-0.154000,0.029000,-9.703000,0.000937,-0.000770,0.002137,30.200000,83.990000,1559172032.446837
0.432800,0.073100,0.223500,-0.161000,-0.011000,-9.690000,0.001044,-0.001492,0.001987,30.200000,83.994000,1559172032.538841
